NC_000911.1	Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
NC_000911.1	CDS	1261355	1261993	SGL_RS07770	slr2135	hydantoin utilization protein A	+
NC_000911.1	CDS	1262049	1263260	SGL_RS07775	slr2136	4-hydroxy-3-methylbut-2-en-1-yl diphosphate	+
NC_000911.1	CDS	1263414	1263830	SGL_RS07780	sll2007	HNH endonuclease	-
NC_000911.1	CDS	1263823	1264179	SGL_RS07785	sll2006	hypothetical protein	-
NC_000911.1	CDS	1264328	1267564	SGL_RS07790	sll2005	intein-containing DNA gyrase subunit B	-
NC_000911.1	CDS	1267693	1267950	SGL_RS07795	ssl3829	chlororespiratory reduction protein 7	-
NC_000911.1	CDS	1268189	1268308	SGL_RS07800	sml0007	photosystem II protein Y	-
NC_000911.1	CDS	1268388	1269410	SGL_RS07805	slr2141	methylenetetrahydrofolate reductase	+
NC_000911.1	CDS	1269407	1270900	SGL_RS07810	sll2003	glycosyltransferase family 39 protein	-
NC_000911.1	CDS	1271069	1272274	SGL_RS07815	slr2143	aminotransferase class V-fold PLP-dependent	+
NC_000911.1	CDS	1272370	1273248	SGL_RS07820	sll2002	DUF1092 domain-containing protein	-
NC_000911.1	CDS	1273408	1274313	SGL_RS07825	slr2144	hypothetical protein	+
NC_000911.1	CDS	1274352	1275281	SGL_RS07830	slr1803	DNA adenine methylase	+
NC_000911.1	CDS	1275372	1276157	SGL_RS07835	sll1710	IS5/IS1182 family transposase	-
NC_000911.1	CDS	1276236	1276982	SGL_RS07840	sll1709	KR domain-containing protein	-
NC_000911.1	CDS	1277108	1277392	SGL_RS07845	ssl3291	DUF427 domain-containing protein	-
NC_000911.1	CDS	1277442	1278074	SGL_RS07850	sll1708	DNA-binding response regulator	-
NC_000911.1	CDS	1278293	1280542	SGL_RS07855	slr1805	sensor histidine kinase	+
NC_000911.1	CDS	1280567	1281337	SGL_RS07860	sll1704	SDR family oxidoreductase	-
NC_000911.1	CDS	1281361	1283193	SGL_RS07865	sll1703	signal peptide peptidase SppA	-
NC_000911.1	CDS	1283190	1283702	SGL_RS07870	sll1702	Ycf51-like protein	-
NC_000911.1	CDS	1283741	1284526	SGL_RS07875	slr1807	alpha/beta hydrolase	+
NC_000911.1	CDS	1284660	1285943	SGL_RS07880	slr1808	glutamyl-tRNA reductase	+
NC_000911.1	CDS	1286105	1286902	SGL_RS07885	slr1809	hypothetical protein	+
NC_000911.1	CDS	1286868	1288763	SGL_RS07890	sll1699	peptide ABC transporter substrate-binding	-
NC_000911.1	CDS	1288732	1289112	SGL_RS07895	sll1698	hypothetical protein	-
NC_000911.1	CDS	1289389	1290354	SGL_RS07900	sll1697	thylakoid-associated protein	-
NC_000911.1	CDS	1290478	1290957	SGL_RS07905	slr1811	DUF29 domain-containing protein	+
NC_000911.1	CDS	1291080	1291556	SGL_RS07910	slr1812	DUF29 domain-containing protein	+
NC_000911.1	CDS	1291631	1292092	SGL_RS07915	slr1813	DUF29 domain-containing protein	+
NC_000911.1	CDS	1292215	1292679	SGL_RS07920	slr1814	DUF29 domain-containing protein	+
NC_000911.1	CDS	1292820	1293356	SGL_RS07925	slr1815	methyltransferase domain-containing protein	+
NC_000911.1	CDS	1293398	1295551	SGL_RS07930	slr1816	hypothetical protein	+
NC_000911.1	CDS	1295568	1296380	SGL_RS07935	sll1696	hypothetical protein	-
NC_000911.1	CDS	1296382	1296894	SGL_RS07940	sll1695	type II secretion system protein	-
NC_000911.1	CDS	1296993	1297499	SGL_RS07945	sll1694	prepilin-type N-terminal cleavage/methylation	-
NC_000911.1	CDS	1297643	1298965	SGL_RS07950	sll1693	methyltransferase domain-containing protein	-
NC_000911.1	CDS	1299120	1299725	SGL_RS07955	slr1818	hypothetical protein	+
NC_000911.1	CDS	1299729	1300166	SGL_RS07960	sll1692	DUF29 domain-containing protein	-
NC_000911.1	CDS	1300159	1300611	SGL_RS07965	sll1691	DUF4351 domain-containing protein	-
NC_000911.1	CDS	1300661	1301656	SGL_RS07970	slr1819	hypothetical protein	+
NC_000911.1	CDS	1301671	1302780	SGL_RS07975	sll1689	RNA polymerase sigma factor, RpoD/SigA family	-
NC_000911.1	CDS	1303295	1304596	SGL_RS07980	sll1688	threonine synthase	-
NC_000911.1	CDS	1304971	1306443	SGL_RS07985	slr1820	glycosyltransferase family 39 protein	+
NC_000911.1	CDS	1306436	1309348	SGL_RS07990	sll1687	PAS domain S-box protein	-
NC_000911.1	CDS	1309482	1310582	SGL_RS07995	slr1821	RIP metalloprotease RseP	+
NC_000911.1	CDS	1310575	1311234	SGL_RS08000	slr1822	endonuclease III	+
NC_000911.1	CDS	1311828	1312277	SGL_RS08005	slr1732	hypothetical protein	+
NC_000911.1	CDS	1312309	1312803	SGL_RS08010	sll1631	nucleoside deaminase	-
NC_000911.1	CDS	1312843	1313268	SGL_RS08015	sll1630	DUF29 domain-containing protein	-
NC_000911.1	CDS	1313278	1314747	SGL_RS08020	sll1629	cryptochrome DASH	-
NC_000911.1	CDS	1314909	1316063	SGL_RS08025	sll1628	tetratricopeptide repeat protein	-
NC_000911.1	CDS	1316227	1317654	SGL_RS08030	slr1734	oxidoreductase	+
NC_000911.1	CDS	1317712	1318470	SGL_RS08035	slr1735	amino acid ABC transporter ATP-binding protein	+
NC_000911.1	CDS	1318719	1319330	SGL_RS08040	sll1626	SOS function regulatory protein	-
NC_000911.1	CDS	1319546	1320541	SGL_RS08045	sll1625	succinate dehydrogenase/fumarate reductase	-
NC_000911.1	CDS	1320644	1320760	SGL_RS08050	SGL_RS08050	hypothetical protein	-
NC_000911.1	CDS	1320835	1321839	SGL_RS08055	sll1624	two-component system response regulator	-
NC_000911.1	CDS	1321852	1322523	SGL_RS08060	sll1623	LuxR family transcriptional regulator	-
NC_000911.1	CDS	1322687	1323613	SGL_RS08065	slr1736	homogentisate phytyltransferase	+
NC_000911.1	CDS	1323672	1324763	SGL_RS08070	slr1737	hypothetical protein	+
NC_000911.1	CDS	1324835	1325404	SGL_RS08075	sll1621	peroxiredoxin	-
NC_000911.1	CDS	1325715	1326134	SGL_RS08080	slr1738	transcriptional repressor	+
NC_000911.1	CDS	1326150	1326626	SGL_RS08085	sll1620	DUF1499 domain-containing protein	-
NC_000911.1	CDS	1326880	1327248	SGL_RS08090	slr1739	photosystem II reaction center protein Psb28	+
NC_000911.1	CDS	1327367	1329115	SGL_RS08095	slr1740	peptide ABC transporter substrate-binding	+
NC_000911.1	tRNA	1329163	1329236	SGL_RS08100	ST6803t13	tRNA-Asp	-
NC_000911.1	CDS	1329388	1329990	SGL_RS08105	sll1618	hypothetical protein	-
NC_000911.1	CDS	1330110	1330880	SGL_RS08110	slr1742	hypothetical protein	+
NC_000911.1	CDS	1330930	1332144	SGL_RS08115	slr1743	NADH dehydrogenase	+
NC_000911.1	CDS	1332429	1334378	SGL_RS08120	slr1744	N-acetylmuramoyl-L-alanine amidase	+
NC_000911.1	CDS	1334522	1335361	SGL_RS08125	slr1746	glutamate racemase	+
NC_000911.1	CDS	1335571	1336980	SGL_RS08130	slr1747	cell death suppressor protein Lls1	+
NC_000911.1	CDS	1337299	1338636	SGL_RS08135	slr0851	NAD(P)/FAD-dependent oxidoreductase	+
NC_000911.1	CDS	1338727	1339155	SGL_RS08140	slr0852	hypothetical protein	+
NC_000911.1	CDS	1339155	1339631	SGL_RS08145	slr0853	ribosomal-protein-alanine N-acetyltransferase	+
NC_000911.1	CDS	1339683	1341122	SGL_RS08150	slr0854	deoxyribodipyrimidine photo-lyase, 8-HDF type	+
NC_000911.1	CDS	1341131	1341724	SGL_RS08155	sll0858	hypothetical protein	-
NC_000911.1	CDS	1341694	1342110	SGL_RS08160	sll0857	hypothetical protein	-
NC_000911.1	CDS	1342052	1342663	SGL_RS08165	sll0856	RNA polymerase sigma factor	-
NC_000911.1	CDS	1342775	1344130	SGL_RS08170	sll0855	H(+)/Cl(-) exchange transporter ClcA	-
NC_000911.1	CDS	1344140	1345066	SGL_RS08175	sll0854	hypothetical protein	-
NC_000911.1	CDS	1345117	1345677	SGL_RS08180	sll0853	Chromophore lyase CpcS/CpeS 1	-
NC_000911.1	CDS	1345775	1346023	SGL_RS08185	SGL_RS08185	hypothetical protein	-
NC_000911.1	pseudoCDS	1346197	1347044	SGL_RS18775	SGL_RS18775	IS630 family transposase	+
NC_000911.1	CDS	1347474	1348856	SGL_RS08200	sll0851	photosystem II CP43 reaction center protein	-
NC_000911.1	CDS	1348840	1349898	SGL_RS08205	sll0849	photosystem II D2 protein	-
NC_000911.1	CDS	1350236	1351579	SGL_RS08210	sll0848	chromosomal replication initiator protein DnaA	-
NC_000911.1	CDS	1351634	1352239	SGL_RS08215	sll0847	DUF202 domain-containing protein	-
NC_000911.1	CDS	1352256	1353431	SGL_RS08220	slr0861	phosphoribosylglycinamide formyltransferase 2	+
NC_000911.1	CDS	1353596	1353904	SGL_RS08225	sll0846	DUF1232 domain-containing protein	-
NC_000911.1	CDS	1354094	1355074	SGL_RS08230	slr0862	LmbP protein	+
NC_000911.1	CDS	1355162	1356553	SGL_RS08235	slr0863	metalloprotease	+
NC_000911.1	CDS	1356550	1357626	SGL_RS08240	sll0844	tRNA 2-thiouridine(34) synthase MnmA	-
NC_000911.1	CDS	1357740	1358837	SGL_RS08245	sll0843	hypothetical protein	-
NC_000911.1	CDS	1358846	1360372	SGL_RS08250	sll0842	glycoside hydrolase family 13 protein	-
NC_000911.1	CDS	1360434	1362158	SGL_RS08255	slr0864	ABC transporter ATP-binding protein	+
NC_000911.1	CDS	1362259	1363272	SGL_RS08260	slr0865	L-histidine N(alpha)-methyltransferase	+
NC_000911.1	CDS	1363265	1363858	SGL_RS08265	sll0839	hypothetical protein	-
NC_000911.1	CDS	1363837	1364532	SGL_RS08270	sll0838	orotidine-5'-phosphate decarboxylase	-
NC_000911.1	CDS	1364579	1365463	SGL_RS08275	sll0837	tetratricopeptide repeat protein	-
NC_000911.1	CDS	1365571	1366215	SGL_RS08280	slr0867	hypothetical protein	+
NC_000911.1	CDS	1366464	1366769	SGL_RS08285	slr0868	hypothetical protein	+
NC_000911.1	CDS	1366773	1367015	SGL_RS18780	SGL_RS18780	HNH endonuclease	-
NC_000911.1	CDS	1367129	1369567	SGL_RS08290	slr0869	hypothetical protein	+
NC_000911.1	CDS	1369656	1370018	SGL_RS08295	slr0870	hypothetical protein	+
NC_000911.1	CDS	1370043	1370426	SGL_RS08300	slr0871	hypothetical protein	+
NC_000911.1	CDS	1370437	1370733	SGL_RS08305	SGL_RS08305	hypothetical protein	+
NC_000911.1	CDS	1371168	1372286	SGL_RS08310	slr0872	LPS export ABC transporter periplasmic protein	+
NC_000911.1	CDS	1372455	1375151	SGL_RS08315	sll1165	DNA mismatch repair protein MutS	-
NC_000911.1	CDS	1375351	1378545	SGL_RS08320	slr1243	ATP-binding protein	+
NC_000911.1	CDS	1378662	1379711	SGL_RS08325	sll1164	EamA family transporter	-
NC_000911.1	CDS	1379715	1380122	SGL_RS08330	sll1163	cupin domain-containing protein	-
NC_000911.1	CDS	1380085	1380792	SGL_RS08335	sll1162	DUF4079 domain-containing protein	-
NC_000911.1	CDS	1380883	1381890	SGL_RS08340	sll1161	adenylate/guanylate cyclase domain-containing	-
NC_000911.1	CDS	1382086	1382568	SGL_RS08345	sll1160	hypothetical protein	-
NC_000911.1	CDS	1382603	1383259	SGL_RS08350	sll1159	AhpC/TSA family protein	-
NC_000911.1	CDS	1383339	1383755	SGL_RS08355	sll1158	hypothetical protein	-
NC_000911.1	CDS	1383828	1384736	SGL_RS08360	slr1245	LysR family transcriptional regulator	+
NC_000911.1	pseudoCDS	1384824	1385514	SGL_RS18785	SGL_RS18785	IS5/IS1182 family transposase	+
NC_000911.1	pseudoCDS	1385754	1386484	SGL_RS18790	SGL_RS18790	IS1 family transposase	-
NC_000911.1	CDS	1386578	1386919	SGL_RS08380	sll1155	DUF2973 domain-containing protein	-
NC_000911.1	CDS	1387040	1388296	SGL_RS08385	sll1154	MFS transporter	-
NC_000911.1	CDS	1388912	1389913	SGL_RS08390	slr1247	phosphate ABC transporter substrate-binding	+
NC_000911.1	CDS	1390059	1391045	SGL_RS08395	slr1248	phosphate ABC transporter permease subunit PstC	+
NC_000911.1	CDS	1391050	1391922	SGL_RS08400	slr1249	phosphate ABC transporter permease PtsA	+
NC_000911.1	CDS	1391976	1392791	SGL_RS08405	slr1250	phosphate ABC transporter ATP-binding protein	+
NC_000911.1	CDS	1392972	1393487	SGL_RS08410	slr1251	peptidyl-prolyl cis-trans isomerase	+
NC_000911.1	CDS	1393616	1393906	SGL_RS08415	ssl2296	4a-hydroxytetrahydrobiopterin dehydratase	-
NC_000911.1	CDS	1393938	1395755	SGL_RS08420	sll1151	DUF389 domain-containing protein	-
NC_000911.1	CDS	1395922	1396176	SGL_RS08425	ssr2087	DUF1816 domain-containing protein	+
NC_000911.1	CDS	1396311	1397039	SGL_RS08430	sll1150	membrane protein	-
NC_000911.1	CDS	1397211	1397525	SGL_RS08435	slr1253	hypothetical protein	+
NC_000911.1	CDS	1397819	1399237	SGL_RS08440	slr1254	15-cis-phytoene desaturase	+
NC_000911.1	CDS	1399382	1400311	SGL_RS08445	slr1255	phytoene synthase	+
NC_000911.1	CDS	1400488	1400901	SGL_RS08450	sll1147	MAPEG family protein	-
NC_000911.1	CDS	1401059	1401361	SGL_RS08455	slr1256	urease subunit gamma	+
NC_000911.1	tRNA	1401517	1401589	SGL_RS08460	ST6803t14	tRNA-Glu	+
NC_000911.1	CDS	1401809	1403002	SGL_RS08465	slr1257	hypothetical protein	+
NC_000911.1	CDS	1403199	1403954	SGL_RS08470	slr1258	SIMPL domain-containing protein	+
NC_000911.1	CDS	1404085	1404783	SGL_RS08475	slr1259	Zn-dependent hydrolase	+
NC_000911.1	CDS	1404839	1405372	SGL_RS08480	slr1260	DUF3122 domain-containing protein	+
NC_000911.1	CDS	1405436	1405975	SGL_RS08485	slr1261	DUF2892 domain-containing protein	+
NC_000911.1	CDS	1405981	1406847	SGL_RS08490	slr1262	sulfite exporter TauE/SafE family protein	+
NC_000911.1	CDS	1407043	1408455	SGL_RS08495	slr1263	DUF3370 domain-containing protein	+
NC_000911.1	CDS	1408483	1409649	SGL_RS08500	sll1961	GntR family transcriptional regulator	-
NC_000911.1	CDS	1409730	1410152	SGL_RS08505	sll1960	hypothetical protein	-
NC_000911.1	CDS	1410187	1410990	SGL_RS08510	sll1959	histidinol-phosphatase	-
NC_000911.1	CDS	1410995	1412044	SGL_RS08515	sll1958	histidinol-phosphate aminotransferase	-
NC_000911.1	CDS	1412237	1412551	SGL_RS08520	sll1957	ArsR family transcriptional regulator	-
NC_000911.1	CDS	1412923	1413666	SGL_RS08525	slr2057	aquaporin	+
NC_000911.1	CDS	1414126	1416822	SGL_RS08530	slr2058	DNA topoisomerase 1	+
NC_000911.1	CDS	1416843	1417247	SGL_RS08535	slr2059	4Fe-4S dicluster domain-containing protein	+
NC_000911.1	CDS	1417284	1418681	SGL_RS08540	slr2060	1-acyl-sn-glycerol-3-phosphate acyltransferase	+
NC_000911.1	CDS	1418688	1418972	SGL_RS18795	SGL_RS18795	hypothetical protein	-
NC_000911.1	CDS	1418995	1419573	SGL_RS08545	sll1956	Uma2 family endonuclease	-
NC_000911.1	CDS	1419906	1420511	SGL_RS18800	SGL_RS18800	hypothetical protein	-
NC_000911.1	CDS	1420550	1420846	SGL_RS08555	ssl3692	DUF2442 domain-containing protein	-
NC_000911.1	CDS	1420940	1422142	SGL_RS08560	slr2062	transposase	+
NC_000911.1	CDS	1422426	1427651	SGL_RS08565	sll1951	hemolysin	-
NC_000911.1	CDS	1428196	1428930	SGL_RS08570	sll1950	FkbM family methyltransferase	-
NC_000911.1	CDS	1429329	1430072	SGL_RS08575	sll1949	hypothetical protein	-
NC_000911.1	CDS	1430419	1430904	SGL_RS08580	slr2067	allophycocyanin alpha chain	+
NC_000911.1	CDS	1431000	1431485	SGL_RS08585	slr1986	allophycocyanin subunit beta	+
NC_000911.1	CDS	1431698	1431901	SGL_RS08590	ssr3383	photosystem I reaction center subunit XII	+
NC_000911.1	CDS	1431996	1432898	SGL_RS08595	sll1909	50S ribosomal protein L11 methyltransferase	-
NC_000911.1	CDS	1432976	1434556	SGL_RS08600	sll1908	phosphoglycerate dehydrogenase	-
NC_000911.1	CDS	1434901	1435623	SGL_RS08605	slr1990	DUF3120 domain-containing protein	+
NC_000911.1	CDS	1435645	1436658	SGL_RS08610	slr1991	adenylate/guanylate cyclase domain-containing	+
NC_000911.1	CDS	1436699	1437163	SGL_RS08615	slr1992	glutathione peroxidase	+
NC_000911.1	CDS	1437373	1438602	SGL_RS08620	slr1993	acetyl-CoA C-acyltransferase	+
NC_000911.1	CDS	1438704	1439426	SGL_RS08625	slr1994	beta-ketoacyl-ACP reductase	+
NC_000911.1	CDS	1439487	1440941	SGL_RS08630	sll1906	MFS transporter	-
NC_000911.1	CDS	1441002	1444046	SGL_RS08635	sll1905	sensor histidine kinase	-
NC_000911.1	CDS	1444115	1445392	SGL_RS08640	slr1998	NAD(P)/FAD-dependent oxidoreductase	+
NC_000911.1	CDS	1445425	1445835	SGL_RS18805	SGL_RS18805	addiction module toxin, HicA family	+
NC_000911.1	CDS	1445874	1446839	SGL_RS08650	slr2000	S-layer homology domain-containing protein	+
NC_000911.1	CDS	1447097	1447912	SGL_RS08655	slr2001	cyanophycinase	+
NC_000911.1	CDS	1448060	1450681	SGL_RS08660	slr2002	cyanophycin synthetase	+
NC_000911.1	CDS	1450714	1451343	SGL_RS08665	slr2003	DUF4129 domain-containing protein	+
NC_000911.1	CDS	1451319	1452518	SGL_RS08670	sll1902	glutathione S-transferase family protein	-
NC_000911.1	CDS	1452872	1453162	SGL_RS08675	ssr3402	hypothetical protein	+
NC_000911.1	CDS	1453230	1454654	SGL_RS08680	slr2004	hypothetical protein	+
NC_000911.1	CDS	1454689	1454892	SGL_RS08685	SGL_RS08685	hypothetical protein	+
NC_000911.1	CDS	1454902	1455708	SGL_RS08690	slr1712	hypothetical protein	+
NC_000911.1	CDS	1455753	1457123	SGL_RS08695	sll1615	tRNA uridine-5-carboxymethylaminomethyl(34)	-
NC_000911.1	CDS	1457213	1459930	SGL_RS08700	sll1614	cation-transporting ATPase pma1	-
NC_000911.1	CDS	1460129	1460566	SGL_RS08705	sll1613	hypothetical protein	-
NC_000911.1	CDS	1460815	1462101	SGL_RS08710	sll1612	bifunctional folylpolyglutamate	-
NC_000911.1	CDS	1462136	1463245	SGL_RS08715	sll1611	fatty acid desaturase	-
NC_000911.1	pseudoCDS	1463455	1464302	SGL_RS18810	SGL_RS18810	IS630 family transposase	+
NC_000911.1	CDS	1464326	1464859	SGL_RS08730	sll1609	Uma2 family endonuclease	-
NC_000911.1	CDS	1464954	1467266	SGL_RS08735	sll1608	DUF3488 domain-containing protein	-
NC_000911.1	pseudoCDS	1467355	1467699	SGL_RS18815	SGL_RS18815	IS256 family transposase	-
NC_000911.1	CDS	1467776	1467976	SGL_RS08740	SGL_RS08740	hypothetical protein	-
NC_000911.1	CDS	1468153	1468959	SGL_RS08745	slr1717	ATP-dependent sacrificial sulfur transferase	+
NC_000911.1	CDS	1469013	1469801	SGL_RS08750	sll1606	YdcF family protein	-
NC_000911.1	CDS	1469847	1470347	SGL_RS08755	sll1605	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	-
NC_000911.1	CDS	1470388	1470567	SGL_RS08760	SGL_RS08760	hypothetical protein	+
NC_000911.1	CDS	1470610	1471335	SGL_RS08765	slr1718	2-phosphosulfolactate phosphatase	+
NC_000911.1	CDS	1471414	1472019	SGL_RS08770	slr1719	nitroreductase family protein	+
NC_000911.1	CDS	1472149	1473948	SGL_RS08775	slr1720	aspartate--tRNA ligase	+
NC_000911.1	CDS	1473974	1475452	SGL_RS08780	slr1721	hypothetical protein	+
NC_000911.1	CDS	1475555	1476718	SGL_RS08785	slr1722	GuaB3 family IMP dehydrogenase-related protein	+
NC_000911.1	CDS	1476845	1477657	SGL_RS08790	slr1723	carbohydrate ABC transporter permease	+
NC_000911.1	CDS	1477647	1478891	SGL_RS08795	sll1601	saccharopine dehydrogenase	-
NC_000911.1	CDS	1478988	1479782	SGL_RS08800	slr1724	DUF3153 domain-containing protein	+
NC_000911.1	CDS	1479950	1480177	SGL_RS08805	ssl3127	hypothetical protein	-
NC_000911.1	CDS	1480463	1481383	SGL_RS08810	sll1600	manganese transport system membrane protein	-
NC_000911.1	CDS	1481380	1482162	SGL_RS08815	sll1599	manganese transport system ATP-binding protein	-
NC_000911.1	CDS	1482261	1483253	SGL_RS08820	sll1598	metal ABC transporter substrate-binding protein	-
NC_000911.1	pseudoCDS	1483385	1484044	SGL_RS08825	SGL_RS08825	IS5/IS1182 family transposase	+
NC_000911.1	CDS	1484212	1484538	SGL_RS08830	sll1596	KaiB-like protein 1	-
NC_000911.1	CDS	1484559	1486265	SGL_RS08835	sll1595	circadian clock protein KaiC	-
NC_000911.1	CDS	1486688	1487410	SGL_RS08840	slr1726	DUF4230 domain-containing protein	+
NC_000911.1	CDS	1487445	1488395	SGL_RS08845	sll1594	LysR family transcriptional regulator	-
NC_000911.1	CDS	1488843	1490426	SGL_RS08850	slr1727	low-affinity Na+/H+ antiporter NhaS1	+
NC_000911.1	CDS	1490683	1491363	SGL_RS08855	sll1592	DNA-binding response regulator	-
NC_000911.1	CDS	1491634	1492686	SGL_RS08860	sll1590	sensor histidine kinase	-
NC_000911.1	CDS	1493025	1494701	SGL_RS08865	slr1728	K+-transporting ATPase subunit A	+
NC_000911.1	CDS	1494758	1496830	SGL_RS08870	slr1729	potassium-transporting ATPase subunit B	+
NC_000911.1	CDS	1496859	1497116	SGL_RS08875	ssr2912	potassium-transporting ATPase subunit F	+
NC_000911.1	CDS	1497306	1497878	SGL_RS08880	slr1730	potassium-transporting ATPase subunit C	+
NC_000911.1	CDS	1498110	1499222	SGL_RS08885	slr1731	sensor histidine kinase	+
NC_000911.1	CDS	1499299	1504548	SGL_RS08890	sll1586	DUF748 domain-containing protein	-
NC_000911.1	CDS	1504818	1506770	SGL_RS08895	sll0254	FAD-dependent oxidoreductase	-
NC_000911.1	CDS	1506876	1507415	SGL_RS08900	sll0253	hypothetical protein	-
NC_000911.1	CDS	1507481	1508092	SGL_RS08905	slr0260	cob(I)yrinic acid a,c-diamide	+
NC_000911.1	CDS	1508171	1508386	SGL_RS08910	ssl0467	hypothetical protein	-
NC_000911.1	CDS	1508482	1509768	SGL_RS08915	sll0252	SpoIID/LytB domain-containing protein	-
NC_000911.1	CDS	1509990	1511174	SGL_RS08920	slr0261	NAD(P)H-quinone oxidoreductase subunit H	+
NC_000911.1	CDS	1511217	1511621	SGL_RS08925	slr0262	hypothetical protein	+
NC_000911.1	CDS	1511672	1511977	SGL_RS08930	slr0263	hypothetical protein	+
NC_000911.1	CDS	1512016	1513125	SGL_RS08935	slr0264	esterase	+
NC_000911.1	CDS	1513225	1514010	SGL_RS08940	slr0265	IS5/IS1182 family transposase	+
NC_000911.1	pseudoCDS	1513988	1514221	SGL_RS18820	SGL_RS18820	hypothetical protein	-
NC_000911.1	CDS	1514130	1515338	SGL_RS08945	sll0250	bifunctional phosphopantothenoylcysteine	-
NC_000911.1	CDS	1515351	1515602	SGL_RS08950	ssl0461	DUF2555 domain-containing protein	-
NC_000911.1	CDS	1515669	1516424	SGL_RS08955	sll0249	alpha/beta hydrolase	-
NC_000911.1	CDS	1516659	1517171	SGL_RS08960	sll0248	flavodoxin	-
NC_000911.1	CDS	1517576	1518604	SGL_RS08965	sll0247	iron stress-induced chlorophyll-binding protein	-
NC_000911.1	CDS	1519114	1519953	SGL_RS08970	slr0267	ribosome biogenesis GTPase YlqF	+
NC_000911.1	CDS	1520009	1521100	SGL_RS08975	sll0245	redox-regulated ATPase YchF	-
NC_000911.1	CDS	1521210	1522226	SGL_RS08980	sll0244	UDP-glucose 4-epimerase GalE	-
NC_000911.1	CDS	1522300	1522899	SGL_RS08985	slr0269	hypothetical protein	+
NC_000911.1	CDS	1522990	1523310	SGL_RS08990	slr0270	DUF2605 domain-containing protein	+
NC_000911.1	CDS	1523527	1523709	SGL_RS08995	ssl0453	phycobilisome degradation protein NblA	-
NC_000911.1	CDS	1523796	1523984	SGL_RS09000	ssl0452	phycobilisome degradation protein NblA	-
NC_000911.1	CDS	1524568	1525086	SGL_RS09005	slr0271	hypothetical protein	+
NC_000911.1	CDS	1525205	1526182	SGL_RS09010	slr0272	zinc ribbon domain-containing protein	+
NC_000911.1	CDS	1526224	1527174	SGL_RS09015	slr0273	hypothetical protein	+
NC_000911.1	CDS	1527171	1528421	SGL_RS09020	sll0243	zinc ribbon domain-containing protein	-
NC_000911.1	CDS	1528472	1531261	SGL_RS09025	sll0242	hypothetical protein	-
NC_000911.1	CDS	1531264	1532286	SGL_RS09030	sll0241	transcriptional regulator	-
NC_000911.1	CDS	1532301	1532957	SGL_RS09035	sll0240	ABC transporter	-
