Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
CDS	1227090	1227563	SGL_RS07590	slr1876	HybD peptidase	+
CDS	1227591	1227932	SGL_RS07595	sll1767	30S ribosomal protein S6	-
CDS	1228237	1229067	SGL_RS07600	slr1877	FAA hydrolase family protein	+
CDS	1229120	1229938	SGL_RS07605	slr1878	phycocyanobilin lyase	+
CDS	1229971	1231167	SGL_RS07610	sll1766	GRRM system radical SAM/SPASM domain protein	-
CDS	1231207	1231686	SGL_RS07615	sll1765	hypothetical protein	-
CDS	1231770	1232204	SGL_RS07620	sll1764	rSAM-associated Gly-rich repeat protein	-
CDS	1232271	1232675	SGL_RS07625	sll1763	rSAM-associated Gly-rich repeat protein	-
CDS	1232784	1233683	SGL_RS07630	sll1762	amino acid ABC transporter substrate-binding	-
CDS	1233784	1234512	SGL_RS07635	slr1879	precorrin-2 methyltransferase	+
CDS	1234509	1235123	SGL_RS07640	sll1761	DUF922 domain-containing protein	-
CDS	1235136	1236056	SGL_RS07645	sll1760	homoserine kinase	-
CDS	1236316	1237449	SGL_RS07650	slr1880	aminoglycoside phosphotransferase family	+
CDS	1237543	1238988	SGL_RS07655	sll1758	phosphoglucosamine mutase	-
CDS	1239156	1239383	SGL_RS07660	ssr3184	ferredoxin family protein	+
CDS	1239490	1240212	SGL_RS07665	slr1881	ABC transporter ATP-binding protein	+
CDS	1240361	1241302	SGL_RS07670	slr1882	bifunctional riboflavin kinase/FAD synthetase	+
CDS	1241313	1242191	SGL_RS07675	sll1757	hypothetical protein	-
CDS	1242336	1242605	SGL_RS07680	ssr3188	DUF3143 domain-containing protein	+
CDS	1242765	1242989	SGL_RS07685	ssl3364	hypothetical protein	-
CDS	1243274	1244287	SGL_RS07690	slr1884	tryptophan--tRNA ligase	+
CDS	1244731	1245309	SGL_RS07695	slr1885	phosphohydrolase	+
CDS	1245395	1245859	SGL_RS07700	slr1886	ribosome silencing factor RsfS	+
CDS	1245892	1247115	SGL_RS07705	sll1755	hypothetical protein	-
CDS	1247192	1248154	SGL_RS07710	slr1887	hydroxymethylbilane synthase	+
CDS	1248284	1250176	SGL_RS07715	slr1888	acetyl-CoA hydrolase	+
CDS	1250442	1252535	SGL_RS07720	slr2132	phosphate acetyltransferase	+
CDS	1252593	1253207	SGL_RS07725	sll2015	hypothetical protein	-
CDS	1253269	1253982	SGL_RS07730	sll2014	DNA/RNA nuclease SfsA	-
CDS	1254036	1254623	SGL_RS07735	sll2013	DUF1997 domain-containing protein	-
CDS	1254783	1255739	SGL_RS07740	sll2012	RNA polymerase sigma factor, RpoD/SigA family	-
CDS	1255858	1256040	SGL_RS07745	SGL_RS07745	hypothetical protein	+
CDS	1256125	1256751	SGL_RS07750	sll2011	7-carboxy-7-deazaguanine synthase QueE	-
CDS	1256905	1258263	SGL_RS07755	sll2010	UDP-N-acetylmuramoyl-L-alanine--D-glutamate	-
CDS	1258444	1259751	SGL_RS07760	sll2009	insulinase family protein	-
CDS	1259760	1261052	SGL_RS07765	sll2008	insulinase family protein	-
CDS	1261355	1261993	SGL_RS07770	slr2135	hydantoin utilization protein A	+
CDS	1262049	1263260	SGL_RS07775	slr2136	4-hydroxy-3-methylbut-2-en-1-yl diphosphate	+
CDS	1263414	1263830	SGL_RS07780	sll2007	HNH endonuclease	-
CDS	1263823	1264179	SGL_RS07785	sll2006	hypothetical protein	-
CDS	1264328	1267564	SGL_RS07790	sll2005	intein-containing DNA gyrase subunit B	-
CDS	1267693	1267950	SGL_RS07795	ssl3829	chlororespiratory reduction protein 7	-
CDS	1268189	1268308	SGL_RS07800	sml0007	photosystem II protein Y	-
CDS	1268388	1269410	SGL_RS07805	slr2141	methylenetetrahydrofolate reductase	+
CDS	1269407	1270900	SGL_RS07810	sll2003	hypothetical protein	-
CDS	1271069	1272274	SGL_RS07815	slr2143	aminotransferase class V-fold PLP-dependent	+
CDS	1272370	1273248	SGL_RS07820	sll2002	DUF1092 domain-containing protein	-
CDS	1273408	1274313	SGL_RS07825	slr2144	hypothetical protein	+
CDS	1274352	1275281	SGL_RS07830	slr1803	restriction endonuclease subunit M	+
CDS	1275372	1276157	SGL_RS07835	sll1710	IS5/IS1182 family transposase	-
CDS	1276236	1276982	SGL_RS07840	sll1709	glucose dehydrogenase	-
CDS	1277108	1277392	SGL_RS07845	ssl3291	nucleotidyltransferase domain-containing	-
CDS	1277442	1278074	SGL_RS07850	sll1708	DNA-binding response regulator	-
CDS	1278293	1280542	SGL_RS07855	slr1805	sensor histidine kinase	+
CDS	1280567	1281337	SGL_RS07860	sll1704	SDR family oxidoreductase	-
CDS	1281361	1283193	SGL_RS07865	sll1703	signal peptide peptidase SppA	-
CDS	1283190	1283702	SGL_RS07870	sll1702	Ycf51-like protein	-
CDS	1283741	1284526	SGL_RS07875	slr1807	alpha/beta hydrolase	+
CDS	1284660	1285943	SGL_RS07880	slr1808	glutamyl-tRNA reductase	+
CDS	1286105	1286902	SGL_RS07885	slr1809	hypothetical protein	+
CDS	1286868	1288763	SGL_RS07890	sll1699	peptide ABC transporter substrate-binding	-
CDS	1288732	1289112	SGL_RS07895	sll1698	hypothetical protein	-
CDS	1289389	1290354	SGL_RS07900	sll1697	thylakoid-associated protein	-
CDS	1290478	1290957	SGL_RS07905	slr1811	DUF29 domain-containing protein	+
CDS	1291080	1291556	SGL_RS07910	slr1812	DUF29 domain-containing protein	+
CDS	1291631	1292092	SGL_RS07915	slr1813	DUF29 domain-containing protein	+
CDS	1292215	1292679	SGL_RS07920	slr1814	DUF29 domain-containing protein	+
CDS	1292820	1293356	SGL_RS07925	slr1815	methyltransferase domain-containing protein	+
CDS	1293398	1295551	SGL_RS07930	slr1816	hypothetical protein	+
CDS	1295568	1296380	SGL_RS07935	sll1696	hypothetical protein	-
CDS	1296382	1296894	SGL_RS07940	sll1695	type II secretion system protein	-
CDS	1296993	1297499	SGL_RS07945	sll1694	general secretion pathway protein GspG	-
CDS	1297643	1298965	SGL_RS07950	sll1693	methyltransferase domain-containing protein	-
CDS	1299120	1299725	SGL_RS07955	slr1818	hypothetical protein	+
CDS	1299729	1300166	SGL_RS07960	sll1692	DUF29 domain-containing protein	-
CDS	1300159	1300611	SGL_RS07965	sll1691	DUF4351 domain-containing protein	-
CDS	1300661	1301656	SGL_RS07970	slr1819	hypothetical protein	+
CDS	1301671	1302780	SGL_RS07975	sll1689	RNA polymerase sigma factor, RpoD/SigA family	-
CDS	1303295	1304596	SGL_RS07980	sll1688	threonine synthase	-
CDS	1304971	1306443	SGL_RS07985	slr1820	phospholipid carrier-dependent	+
CDS	1306436	1309348	SGL_RS07990	sll1687	histidine kinase	-
CDS	1309482	1310582	SGL_RS07995	slr1821	RIP metalloprotease RseP	+
CDS	1310575	1311234	SGL_RS08000	slr1822	endonuclease III	+
CDS	1311828	1312277	SGL_RS08005	slr1732	hypothetical protein	+
CDS	1312309	1312803	SGL_RS08010	sll1631	nucleoside deaminase	-
CDS	1312843	1313268	SGL_RS08015	sll1630	DUF29 domain-containing protein	-
CDS	1313278	1314747	SGL_RS08020	sll1629	cryptochrome DASH	-
CDS	1314909	1316063	SGL_RS08025	sll1628	tetratricopeptide repeat-containing protein	-
CDS	1316227	1317654	SGL_RS08030	slr1734	oxidoreductase	+
CDS	1317712	1318470	SGL_RS08035	slr1735	amino acid ABC transporter ATP-binding protein	+
CDS	1318719	1319330	SGL_RS08040	sll1626	SOS function regulatory protein	-
CDS	1319546	1320541	SGL_RS08045	sll1625	succinate dehydrogenase/fumarate reductase	-
CDS	1320644	1320760	SGL_RS08050	SGL_RS08050	hypothetical protein	-
CDS	1320835	1321839	SGL_RS08055	sll1624	two-component system response regulator	-
CDS	1321852	1322523	SGL_RS08060	sll1623	LuxR family transcriptional regulator	-
CDS	1322687	1323613	SGL_RS08065	slr1736	homogentisate phytyltransferase	+
CDS	1323672	1324763	SGL_RS08070	slr1737	hypothetical protein	+
CDS	1324835	1325404	SGL_RS08075	sll1621	peroxiredoxin	-
CDS	1325715	1326134	SGL_RS08080	slr1738	transcriptional repressor	+
CDS	1326150	1326626	SGL_RS08085	sll1620	DUF1499 domain-containing protein	-
CDS	1326880	1327248	SGL_RS08090	slr1739	photosystem II reaction center protein Psb28	+
CDS	1327367	1329115	SGL_RS08095	slr1740	peptide ABC transporter substrate-binding	+
tRNA	1329163	1329236	SGL_RS08100	ST6803t13	tRNA-Asp	-
CDS	1329388	1329990	SGL_RS08105	sll1618	hypothetical protein	-
CDS	1330110	1330880	SGL_RS08110	slr1742	hypothetical protein	+
CDS	1330930	1332144	SGL_RS08115	slr1743	NADH dehydrogenase	+
CDS	1332429	1334378	SGL_RS08120	slr1744	N-acetylmuramoyl-L-alanine amidase	+
CDS	1334522	1335361	SGL_RS08125	slr1746	glutamate racemase	+
CDS	1335571	1336980	SGL_RS08130	slr1747	cell death suppressor protein Lls1	+
CDS	1337299	1338636	SGL_RS08135	slr0851	NAD(P)/FAD-dependent oxidoreductase	+
CDS	1338727	1339155	SGL_RS08140	slr0852	hypothetical protein	+
CDS	1339155	1339631	SGL_RS08145	slr0853	ribosomal-protein-alanine N-acetyltransferase	+
CDS	1339683	1341122	SGL_RS08150	slr0854	deoxyribodipyrimidine photo-lyase, 8-HDF type	+
CDS	1341131	1341724	SGL_RS08155	sll0858	hypothetical protein	-
CDS	1341694	1342110	SGL_RS08160	sll0857	hypothetical protein	-
CDS	1342052	1342663	SGL_RS08165	sll0856	RNA polymerase sigma factor	-
CDS	1342775	1344130	SGL_RS08170	sll0855	H(+)/Cl(-) exchange transporter ClcA	-
CDS	1344140	1345066	SGL_RS08175	sll0854	hypothetical protein	-
CDS	1345117	1345677	SGL_RS08180	sll0853	Chromophore lyase CpcS/CpeS 1	-
CDS	1345775	1346023	SGL_RS08185	SGL_RS08185	hypothetical protein	-
pseudoCDS	1346197	1347044	SGL_RS18775	SGL_RS18775	IS630 family transposase	+
CDS	1347474	1348856	SGL_RS08200	sll0851	photosystem II CP43 reaction center protein	-
CDS	1348840	1349898	SGL_RS08205	sll0849	photosystem II D2 protein	-
CDS	1350236	1351579	SGL_RS08210	sll0848	chromosomal replication initiator protein DnaA	-
CDS	1351634	1352239	SGL_RS08215	sll0847	DUF202 domain-containing protein	-
CDS	1352256	1353431	SGL_RS08220	slr0861	phosphoribosylglycinamide formyltransferase 2	+
CDS	1353596	1353904	SGL_RS08225	sll0846	DUF1232 domain-containing protein	-
CDS	1354094	1355074	SGL_RS08230	slr0862	LmbP protein	+
CDS	1355162	1356553	SGL_RS08235	slr0863	metalloprotease	+
CDS	1356550	1357626	SGL_RS08240	sll0844	tRNA 2-thiouridine(34) synthase MnmA	-
CDS	1357740	1358837	SGL_RS08245	sll0843	hypothetical protein	-
CDS	1358846	1360372	SGL_RS08250	sll0842	glycoside hydrolase family 13 protein	-
CDS	1360434	1362158	SGL_RS08255	slr0864	ABC transporter ATP-binding protein	+
CDS	1362259	1363272	SGL_RS08260	slr0865	L-histidine N(alpha)-methyltransferase	+
CDS	1363265	1363858	SGL_RS08265	sll0839	hypothetical protein	-
CDS	1363837	1364532	SGL_RS08270	sll0838	orotidine-5'-phosphate decarboxylase	-
CDS	1364579	1365463	SGL_RS08275	sll0837	hypothetical protein	-
CDS	1365571	1366215	SGL_RS08280	slr0867	hypothetical protein	+
CDS	1366464	1366769	SGL_RS08285	slr0868	hypothetical protein	+
CDS	1366773	1367015	SGL_RS18780	SGL_RS18780	HNH endonuclease	-
CDS	1367129	1369567	SGL_RS08290	slr0869	hypothetical protein	+
CDS	1369656	1370018	SGL_RS08295	slr0870	hypothetical protein	+
CDS	1370043	1370426	SGL_RS08300	slr0871	hypothetical protein	+
CDS	1370437	1370733	SGL_RS08305	SGL_RS08305	hypothetical protein	+
CDS	1371168	1372286	SGL_RS08310	slr0872	LPS export ABC transporter periplasmic protein	+
CDS	1372455	1375151	SGL_RS08315	sll1165	DNA mismatch repair protein MutS	-
CDS	1375351	1378545	SGL_RS08320	slr1243	ATP-binding protein	+
CDS	1378662	1379711	SGL_RS08325	sll1164	EamA family transporter	-
CDS	1379715	1380122	SGL_RS08330	sll1163	cupin domain-containing protein	-
CDS	1380085	1380792	SGL_RS08335	sll1162	DUF4079 domain-containing protein	-
CDS	1380883	1381890	SGL_RS08340	sll1161	adenylate/guanylate cyclase domain-containing	-
CDS	1382086	1382568	SGL_RS08345	sll1160	hypothetical protein	-
CDS	1382603	1383259	SGL_RS08350	sll1159	hypothetical protein	-
CDS	1383339	1383755	SGL_RS08355	sll1158	hypothetical protein	-
CDS	1383828	1384736	SGL_RS08360	slr1245	LysR family transcriptional regulator	+
pseudoCDS	1384824	1385514	SGL_RS18785	SGL_RS18785	IS5/IS1182 family transposase	+
pseudoCDS	1385754	1386484	SGL_RS18790	SGL_RS18790	IS1 family transposase	-
CDS	1386578	1386919	SGL_RS08380	sll1155	DUF2973 domain-containing protein	-
CDS	1387040	1388296	SGL_RS08385	sll1154	MFS transporter	-
CDS	1388912	1389913	SGL_RS08390	slr1247	phosphate ABC transporter substrate-binding	+
CDS	1390059	1391045	SGL_RS08395	slr1248	phosphate ABC transporter permease subunit PstC	+
CDS	1391050	1391922	SGL_RS08400	slr1249	phosphate ABC transporter, permease protein	+
CDS	1391976	1392791	SGL_RS08405	slr1250	phosphate ABC transporter ATP-binding protein	+
CDS	1392972	1393487	SGL_RS08410	slr1251	peptidyl-prolyl cis-trans isomerase	+
CDS	1393616	1393906	SGL_RS08415	ssl2296	4a-hydroxytetrahydrobiopterin dehydratase	-
CDS	1393938	1395755	SGL_RS08420	sll1151	hypothetical protein	-
CDS	1395922	1396176	SGL_RS08425	ssr2087	DUF1816 domain-containing protein	+
CDS	1396311	1397039	SGL_RS08430	sll1150	membrane protein	-
CDS	1397211	1397525	SGL_RS08435	slr1253	hypothetical protein	+
CDS	1397819	1399237	SGL_RS08440	slr1254	15-cis-phytoene desaturase	+
CDS	1399382	1400311	SGL_RS08445	slr1255	phytoene synthase	+
CDS	1400488	1400901	SGL_RS08450	sll1147	MAPEG family protein	-
CDS	1401059	1401361	SGL_RS08455	slr1256	urease subunit gamma	+
tRNA	1401517	1401589	SGL_RS08460	ST6803t14	tRNA-Glu	+
CDS	1401809	1403002	SGL_RS08465	slr1257	hypothetical protein	+
CDS	1403199	1403954	SGL_RS08470	slr1258	SIMPL domain-containing protein	+
CDS	1404085	1404783	SGL_RS08475	slr1259	Zn-dependent hydrolase	+
CDS	1404839	1405372	SGL_RS08480	slr1260	DUF3122 domain-containing protein	+
CDS	1405436	1405975	SGL_RS08485	slr1261	hypothetical protein	+
CDS	1405981	1406847	SGL_RS08490	slr1262	sulfite exporter TauE/SafE family protein	+
CDS	1407043	1408455	SGL_RS08495	slr1263	DUF3370 domain-containing protein	+
CDS	1408483	1409649	SGL_RS08500	sll1961	GntR family transcriptional regulator	-
CDS	1409730	1410152	SGL_RS08505	sll1960	hypothetical protein	-
CDS	1410187	1410990	SGL_RS08510	sll1959	histidinol-phosphatase	-
CDS	1410995	1412044	SGL_RS08515	sll1958	histidinol-phosphate aminotransferase	-
CDS	1412237	1412551	SGL_RS08520	sll1957	ArsR family transcriptional regulator	-
CDS	1412923	1413666	SGL_RS08525	slr2057	aquaporin	+
CDS	1414126	1416822	SGL_RS08530	slr2058	DNA topoisomerase 1	+
CDS	1416843	1417247	SGL_RS08535	slr2059	ferredoxin	+
CDS	1417284	1418681	SGL_RS08540	slr2060	1-acyl-sn-glycerol-3-phosphate acyltransferase	+
CDS	1418688	1418972	SGL_RS18795	SGL_RS18795	hypothetical protein	-
CDS	1418995	1419573	SGL_RS08545	sll1956	hypothetical protein	-
CDS	1419906	1420511	SGL_RS18800	SGL_RS18800	hypothetical protein	-
CDS	1420550	1420846	SGL_RS08555	ssl3692	DUF2442 domain-containing protein	-
CDS	1420940	1422142	SGL_RS08560	slr2062	transposase	+
CDS	1422426	1427651	SGL_RS08565	sll1951	hemolysin	-
CDS	1428196	1428930	SGL_RS08570	sll1950	FkbM family methyltransferase	-
CDS	1429329	1430072	SGL_RS08575	sll1949	hypothetical protein	-
CDS	1430419	1430904	SGL_RS08580	slr2067	allophycocyanin alpha chain	+
CDS	1431000	1431485	SGL_RS08585	slr1986	allophycocyanin subunit beta	+
CDS	1431698	1431901	SGL_RS08590	ssr3383	photosystem I reaction center subunit XII	+
CDS	1431996	1432898	SGL_RS08595	sll1909	50S ribosomal protein L11 methyltransferase	-
CDS	1432976	1434556	SGL_RS08600	sll1908	phosphoglycerate dehydrogenase	-
CDS	1434901	1435623	SGL_RS08605	slr1990	DUF3120 domain-containing protein	+
CDS	1435645	1436658	SGL_RS08610	slr1991	adenylate/guanylate cyclase domain-containing	+
CDS	1436699	1437163	SGL_RS08615	slr1992	glutathione peroxidase	+
CDS	1437373	1438602	SGL_RS08620	slr1993	acetyl-CoA C-acyltransferase	+
CDS	1438704	1439426	SGL_RS08625	slr1994	beta-ketoacyl-ACP reductase	+
CDS	1439487	1440941	SGL_RS08630	sll1906	bacteriochlorophyll synthase subunit	-
CDS	1441002	1444046	SGL_RS08635	sll1905	sensor histidine kinase	-
CDS	1444115	1445392	SGL_RS08640	slr1998	NAD(P)/FAD-dependent oxidoreductase	+
CDS	1445425	1445835	SGL_RS18805	SGL_RS18805	hypothetical protein	+
CDS	1445874	1446839	SGL_RS08650	slr2000	S-layer homology domain-containing protein	+
CDS	1447097	1447912	SGL_RS08655	slr2001	cyanophycinase	+
CDS	1448060	1450681	SGL_RS08660	slr2002	cyanophycin synthetase	+
CDS	1450714	1451343	SGL_RS08665	slr2003	DUF4129 domain-containing protein	+
CDS	1451319	1452518	SGL_RS08670	sll1902	glutathione S-transferase family protein	-
CDS	1452872	1453162	SGL_RS08675	ssr3402	hypothetical protein	+
CDS	1453230	1454654	SGL_RS08680	slr2004	hypothetical protein	+
CDS	1454689	1454892	SGL_RS08685	SGL_RS08685	hypothetical protein	+
CDS	1454902	1455708	SGL_RS08690	slr1712	hypothetical protein	+
CDS	1455753	1457123	SGL_RS08695	sll1615	tRNA uridine-5-carboxymethylaminomethyl(34)	-
CDS	1457213	1459930	SGL_RS08700	sll1614	cation-transporting ATPase pma1	-
CDS	1460129	1460566	SGL_RS08705	sll1613	hypothetical protein	-
CDS	1460815	1462101	SGL_RS08710	sll1612	bifunctional folylpolyglutamate	-
CDS	1462136	1463245	SGL_RS08715	sll1611	hypothetical protein	-
pseudoCDS	1463455	1464302	SGL_RS18810	SGL_RS18810	IS630 family transposase	+
CDS	1464326	1464859	SGL_RS08730	sll1609	Uma2 family endonuclease	-
CDS	1464954	1467266	SGL_RS08735	sll1608	DUF3488 domain-containing protein	-
pseudoCDS	1467355	1467699	SGL_RS18815	SGL_RS18815	IS256 family transposase	-
CDS	1467776	1467976	SGL_RS08740	SGL_RS08740	hypothetical protein	-
CDS	1468153	1468959	SGL_RS08745	slr1717	TIGR00268 family protein	+
CDS	1469013	1469801	SGL_RS08750	sll1606	YdcF family protein	-
CDS	1469847	1470347	SGL_RS08755	sll1605	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	-
CDS	1470388	1470567	SGL_RS08760	SGL_RS08760	hypothetical protein	+
CDS	1470610	1471335	SGL_RS08765	slr1718	2-phosphosulfolactate phosphatase	+
CDS	1471414	1472019	SGL_RS08770	slr1719	nitroreductase family protein	+
CDS	1472149	1473948	SGL_RS08775	slr1720	aspartate--tRNA ligase	+
CDS	1473974	1475452	SGL_RS08780	slr1721	hypothetical protein	+
CDS	1475555	1476718	SGL_RS08785	slr1722	GuaB3 family IMP dehydrogenase-related protein	+
CDS	1476845	1477657	SGL_RS08790	slr1723	carbohydrate ABC transporter permease	+
CDS	1477647	1478891	SGL_RS08795	sll1601	saccharopine dehydrogenase	-
CDS	1478988	1479782	SGL_RS08800	slr1724	DUF3153 domain-containing protein	+
CDS	1479950	1480177	SGL_RS08805	ssl3127	hypothetical protein	-
CDS	1480463	1481383	SGL_RS08810	sll1600	manganese transport system membrane protein	-
CDS	1481380	1482162	SGL_RS08815	sll1599	manganese transport system ATP-binding protein	-
CDS	1482261	1483253	SGL_RS08820	sll1598	metal ABC transporter substrate-binding protein	-
pseudoCDS	1483385	1484044	SGL_RS08825	SGL_RS08825	IS5/IS1182 family transposase	+
CDS	1484212	1484538	SGL_RS08830	sll1596	KaiB-like protein 1	-
CDS	1484559	1486265	SGL_RS08835	sll1595	circadian clock protein KaiC	-
CDS	1486688	1487410	SGL_RS08840	slr1726	DUF4230 domain-containing protein	+
CDS	1487445	1488395	SGL_RS08845	sll1594	LysR family transcriptional regulator	-
CDS	1488843	1490426	SGL_RS08850	slr1727	low-affinity Na+/H+ antiporter NhaS1	+
CDS	1490683	1491363	SGL_RS08855	sll1592	DNA-binding response regulator	-
CDS	1491634	1492686	SGL_RS08860	sll1590	sensor histidine kinase	-
CDS	1493025	1494701	SGL_RS08865	slr1728	K+-transporting ATPase subunit A	+
CDS	1494758	1496830	SGL_RS08870	slr1729	potassium-transporting ATPase subunit B	+
CDS	1496859	1497116	SGL_RS08875	ssr2912	potassium-transporting ATPase subunit F	+
CDS	1497306	1497878	SGL_RS08880	slr1730	potassium-transporting ATPase subunit C	+
CDS	1498110	1499222	SGL_RS08885	slr1731	sensor histidine kinase	+
CDS	1499299	1504548	SGL_RS08890	sll1586	DUF748 domain-containing protein	-
CDS	1504818	1506770	SGL_RS08895	sll0254	hypothetical protein	-
CDS	1506876	1507415	SGL_RS08900	sll0253	hypothetical protein	-
CDS	1507481	1508092	SGL_RS08905	slr0260	cob(I)yrinic acid a,c-diamide	+
CDS	1508171	1508386	SGL_RS08910	ssl0467	hypothetical protein	-
CDS	1508482	1509768	SGL_RS08915	sll0252	hypothetical protein	-
CDS	1509990	1511174	SGL_RS08920	slr0261	NAD(P)H-quinone oxidoreductase subunit H	+
CDS	1511217	1511621	SGL_RS08925	slr0262	hypothetical protein	+
CDS	1511672	1511977	SGL_RS08930	slr0263	hypothetical protein	+
CDS	1512016	1513125	SGL_RS08935	slr0264	esterase	+
CDS	1513225	1514010	SGL_RS08940	slr0265	IS5/IS1182 family transposase	+
pseudoCDS	1513988	1514221	SGL_RS18820	SGL_RS18820	hypothetical protein	-
CDS	1514130	1515338	SGL_RS08945	sll0250	bifunctional phosphopantothenoylcysteine	-
CDS	1515351	1515602	SGL_RS08950	ssl0461	DUF2555 domain-containing protein	-
CDS	1515669	1516424	SGL_RS08955	sll0249	alpha/beta hydrolase	-
CDS	1516659	1517171	SGL_RS08960	sll0248	flavodoxin	-
CDS	1517576	1518604	SGL_RS08965	sll0247	iron stress-induced chlorophyll-binding protein	-
CDS	1519114	1519953	SGL_RS08970	slr0267	ribosome biogenesis GTPase YlqF	+
CDS	1520009	1521100	SGL_RS08975	sll0245	redox-regulated ATPase YchF	-
CDS	1521210	1522226	SGL_RS08980	sll0244	UDP-glucose 4-epimerase GalE	-
CDS	1522300	1522899	SGL_RS08985	slr0269	hypothetical protein	+
CDS	1522990	1523310	SGL_RS08990	slr0270	DUF2605 domain-containing protein	+
CDS	1523527	1523709	SGL_RS08995	ssl0453	phycobilisome degradation protein NblA	-
CDS	1523796	1523984	SGL_RS09000	ssl0452	phycobilisome degradation protein NblA	-
CDS	1524568	1525086	SGL_RS09005	slr0271	hypothetical protein	+
CDS	1525205	1526182	SGL_RS09010	slr0272	zinc ribbon domain-containing protein	+
CDS	1526224	1527174	SGL_RS09015	slr0273	hypothetical protein	+
CDS	1527171	1528421	SGL_RS09020	sll0243	zinc ribbon domain-containing protein	-
CDS	1528472	1531261	SGL_RS09025	sll0242	hypothetical protein	-
